,Product Name,Product Descriptions
59,"(2 pack) Borden Eagle Brand Sweetened Condensed Milk, 14 oz","Create tasty treats with Borden Sweetened Eagle Brand Condensed Milk. It's ideal for adding a rich texture to baked goods and desserts. This product is made with whole milk and sugar, and it is gluten-free. Sweetened condensed milk contains 130 calories per 2 tbsp and is also ideal for a kosher diet. It comes in an easy-to-open can for added convenience.Borden Sweetened Condensed Eagle Brand Milk, 14 oz:  Concentrated whole milk and sugar Kosher dairy Gluten-free 130 calories per 2 tbsp Add natural sweetness and a rich, decadent texture to baked goods and desserts Can contains 14 oz of Borden Eagle Brand milk "
60,"(2 Pack) Arizona Green Tea With Ginseng and Honey, 11.5 Fl Oz, 12 Count","Cool down with a refreshing can of Arizona Green Tea With Ginseng and Honey. This all natural green tea is flavored with ginseng and honey for a crisp, clean flavor without preservatives, artificial flavors or artificial colors. This Arizona tea is rich in vitamin C and has other antioxidants to help boost your immune system. Each pack includes 12 cans that hold 11.5 fl oz each.Arizona Green Tea With Ginseng and Honey, 11.5 fl oz, 12 Count:  Enjoy a classic Arizona drink Green tea with ginseng and honey flavors does not contain preservatives or artificial flavors or colors Rich in vitamin C and other antioxidants Each pack comes with 12 cans, each 11.5 fl oz in size 100% natural green tea "
61,"(3 Pack) Great Value Beef Broth Family Size, 48 oz","Great Value Beef Broth is a healthy addition to any meal. Each serving is only 15 calories and contains no fat, sugar, or cholesterol. This beef broth compliments almost any recipe and is also flavorful enough to be served alone as a warm and comforting addition to your day. This TetraPak family size container contains 48 ounces of broth, which is perfect for family meals. Use it in pot roasts, beef bourguignon, enchiladas, chilis, salisbury steak, french dip sandwiches, shepherd's pie, and so much more. Try substituting beef broth for water when cooking pasta to add a more savory flavor to your dish or use it in risotto to take your meal to the next level. This beef broth can be heated quickly in the microwave or on the stovetop, so you always have time to put a hearty meal on the table. You'll know you're using the best ingredients when you cook with Great Value Beef Broth!  Great Value products provide families with affordable, high quality grocery and household consumable options. With our wide range of product categories spanning grocery and household consumables, we offer you a variety of products for your family's needs. Our products are conveniently available online and in Walmart stores nationwide, allowing you to stock up and save money at the same time. 48oz (3lb) TetraPak 10 calories per serving 0g fat per serving Sugar free and cholesterol free Easily heated on the stovetop or in the microwave "
62,"Golden Grahams Cereal, Whole Grain, 19.6 oz","Golden Grahams consists of a graham cracker taste with honey and brown sugar. The cereal is made up of small toasted square shaped cereal pieces made of whole wheat and corn. Our recipe includes no artificial flavors, colors from artificial sources or high fructose corn syrup. CEREAL: Delicious taste of graham cracker crunch with brown sugar cereal and honey flavor. WHOLE GRAIN: At least 10 grams of whole grain per serving (At least 48 grams recommended daily). PERFECT SNACK: Great cereal for a meal at home or to grab on the go. COLD CEREAL: Golden Grahams are great with milk or as an after school sweet treat. "
63,"(4 Pack) McCormick Slow Cookers Savory Pot Roast Seasoning Mix, 1.3 oz","Our #1 selling Slow Cooker recipe mix. Set in the slow cooker and enjoy a delicious, hearty meal the whole family will love. Made with Natural Spices and no artificial flavors or MSG.Comfort Food at its BestMcCormick Slow Cookers Seasoning Mixes take comfort food to a new level by providing blends of all natural herbs and spices ??? with no MSG or artificial flavors ??? that reduce prep time and boost the flavor of slow cooker classics. Simply cut meat and combine with seasoning mix, water and other recipe-specific ingredients like mushrooms, tomatoes or beans in slow cooker, stir until blended, simmer and serve. It???s easy to prepare and delicious to eat.Real Food Made EasyMcCormick Recipe Mixes provide your family with real food made easy. With McCormick Recipe Mixes, each flavorful meal is made with natural herbs and spices that don\'t contain any MSG or artificial flavors or colors. Our expertly blended spice mixes, including Savory Pot Roast, BBQ Pulled Pork, and Hearty Beef Stew remove the guesswork, so you know exactly what to expect from each packet. Product Features  With McCormick spices No artificial flavors    Visit mccormick.com for Beef Brisket in Beer and Cajun Jambalaya recipes.  For recipes, visit www.mccormick.com  McCormick & Co., Inc., Hunt Valley, MD, 21031-1100."
64,"Nabisco Cookie Variety Pack, OREO, Nutter Butter, CHIPS AHOY!, Holiday Snacks, 12 Trick or Treat Snacks Packs","This Cookie Variety Pack includes OREO, Nutter Butter and CHIPS AHOY! cookies for sweet treats you can enjoy on-the-go. These assorted cookies have delicious flavors in convenient packs for freshness and perfect portions. OREO cookies have the same original creme filling in chocolate wafers with 6 cookies in each pack. CHIPS AHOY! cookies are crunchy and packed with yummy chocolate chips for a tasty snack with 4 cookies in each pack. Nutter Butter Peanut Butter Sandwich Cookies have a smooth filling for satisfying sweetness in every one of the 4 cookies in each pack. These snacks are perfect for on the go; tuck these lunch snacks into your lunchbox, keep some in your desk or have them ready for the holidays. This box includes 12 packages for easy transport and simple storage. One Cookie Variety Pack with 12 snack packs, including 4 OREO Original, 4 Nutter Butter Original and 4 CHIPS AHOY! Classic cookie flavors in convenient, grab-and-go packages Include these cookie packs in your lunch for a special treat Tuck these assorted snacks into your lunchbox, keep some in your desk or have them ready for the holidays Individually packaged for easy storage and on the go "
65,"Newtons Soft & fruit Chewy Fig Cookies, 10 oz Pack","Newtons Soft and Fruit Chewy Fig Cookies are made with real fruit for a delicious flavor. Designed in a classic square shape, these cookies are soft and chewy for satisfying snacking. Each 29 gram serving of these low fat cookies includes 5 grams of whole grain and no high fructose corn syrup. Keep these fruit cookies in your desk to avoid afternoon hunger pangs, or break open one of these cookie packs after dinner for a fun dessert. Make your lunch extra special by including these chewy cookies in a lunchbox or backpack. Resealable pack of cookies keeps the flavor of real fruit fresh. One 10 oz pack of Newtons Soft & Fruit Chewy Fig Cookies Soft cookies made with real fruit and no high fructose corn syrup 5 g of whole grain per 29 gram serving Pack in a lunchbox for easy prep or grab a snack pack for an on-the-go nibble Soft and chewy cookies for easy snacking "
66,"(2 Pack) Diet Canada Dry Ginger Ale, 12 Fl Oz Cans, 12 Ct","Any time is a great time for the crisp goodness of Diet Canada Dry Ginger Ale. Never skimping on quality, Diet Canada Dry Ginger Ale offers refreshingly real ginger taste that's made from real ginger, plus it's caffeine free and contains zero calories*. Enhance your favorite cocktails with a sparkling splash of Canada Dry or enjoy by itself for crisp, clean refreshment. Creating quality beverages and mixers since 1904, enjoy the best in refreshment with Canada Dry.Made from real ginger taste 100% natural flavors Caffeine free and zero calories per 12 fl oz serving* Crisp and refreshing beverage and cocktail mixer"
67,"Post, Fruity Pebbles Breakfast Cereal, Family Size, 20.5 oz. Box","Serve your kids a tasty breakfast with Post Fruity Pebbles Cereal. It's a sweetened crispy rice cereal with intense fruity flavor that's sure to delight kids and adults alike. Post Pebbles cereal is made from rice and is gluten-free. It contains 11 essential vitamins and minerals. This fruit-flavored cereal has only 110 calories per serving and comes in a value size to have ample supply on hand. Delicious and nutritious, the gluten-free rice cereal can be a breakfast favorite served with milk or an ideal snack, eaten straight from the box. Post Fruity Pebbles Cereal 20.5 oz Box:   Has a big fruity taste Value-size rice cereal. ideal for the whole family Naturally and artificially flavored Post Pebbles cereal has only 110 calories per serving 1g saturated fat per serving 140mg sodium per serving 9g sugar per serving Sweetened crispy gluten-free rice cereal Classic, family-favorite cereal that's ideal for both kids and adults Delicious served with milk or as a snack straight from the box Contains 11 essential vitamins and minerals to give kids energy and nutrition Weight: 20.5 oz "
68,Great Value: 100% Extra Virgin Olive Oil 25.5 oz," Enhance the flavor of your favorite recipe with Great Value 100% Extra Virgin Olive Oil. Its smooth, mellow taste makes it a great base for salad dressings, a lovely dip for crusty bread, and a cooking staple when it comes to preparing Mediterranean, Greek, and Italian foods. It's 100-percent pure; the only ingredient is olive oil. As a pareve product it's neither meat nor dairy under kosher guidelines, allowing you to put it in dishes containing either type of ingredient. Enjoy the lovely, simplistic taste of Great Value 100% Extra Virgin Olive Oil. Great Value products provide families with affordable, high-quality grocery and household consumable options. With our wide range of product categories spanning grocery and household consumables, we offer you a variety of products for your family's needs. Our products are conveniently available online and in Walmart stores nationwide, allowing you to stock up and save money at the same time.  Great Value 100% Extra Virgin Olive Oil, 25.5 oz:  Shelf stable Smooth, mellow taste Perfect for salad dressings, homemade sauces, pan sauteing, and more 100% pure olive oil Kosher pareve Great quality, great price, guaranteed   "
69,"GoGo squeeZ Applesauce, Apple Apple, Apple Banana & Apple Strawberry, 12 Ct","At GoGo squeeZ, our mission is to make it easier for families to be healthier and happier. We?re proud to be the leading squeezable, re-closable, 100% fruit in a pouch. Our products are crafted with high-quality, natural ingredients to provide wholesome goodness for squeeZing, and enjoying wherever life takes you. With over 20 varieties of fruit and veggieZ on-the-go, we?re more than just Applesauce, we?re Goodness on the Go!  Applesauce on the GoGo made from 100% real fruit in portable, BPA-free, squeezable pouches Unsweetened applesauce pouches made from 100% real fruit, kosher certified, non-GMO, gluten free, nut free, dairy free, no added colors, flavors, or high fructose corn syrup Healthy, convenient snacks perfect for kids sports teams, classroom snacks, family-friendly parties, and outdoor entertaining Pouches fit perfectly in a lunchbox or backpack?pop a pouch in the freezer overnight, and use it as an icepack in your child?s lunch At GoGo squeeZ, our mission is to make it easier for families to be healthier and happier. With over 20 varieties of fruit and veggieZ on-the-go, plus new GoGo squeeZ BlastZ, we?re more than just Applesauce, we?re Goodness on the Go!           "
70,(4 pack) Progresso Traditional New England Clam Chowder Soup,The Progresso Traditional Soups are pretty special.  All made with quality ingredients and years of practice to get it just right. This traditional New England Clam Chowder Soup is a creamy delight in every bowl filled with soft potato chunks and plenty of delicious clams. This traditional new England clam chowder soup is packed with classic flavors and quality ingredients for the whole family to enjoy Made with no artificial flavors or added MSG Stock your pantry with quality canned soup you can feel good about Instant soups that are ready-to-serve in under 5 minutes; About 2 servings per container This delicious option is gluten free! 
71,"(6 Pack) Knorr Italian Sides Creamy Garlic Shells Pasta Side Dish, 4.4 oz","Treat your taste buds with Knorr Italian Sides Creamy Garlic Shells (4.4oz). Our pasta side dish expertly combines garlic and butter with a Romano cheese-flavored sauce. Our deliciously seasoned Italian Sides are great as part of a delicious main dish or as a standalone side dish. Make Knorr Pasta Sides the foundation of a crowd-pleasing dinner. Your family is sure to love the creamy garlic sauce of Knorr Italian Sides Creamy Garlic Shells (4.4oz). On top of tasting delicious, our Creamy Garlic Shells is quick and easy to prepare. Knorr Italian Sides cook in just seven minutes on the stovetop or microwave. Knorr Rice Sides have no artificial flavors making it an excellent choice for creating a family-favorite meal. Use Knorr Sides to create a mouth-watering main dish. Simply prepare Knorr Italian Sides and add your favorite meat and vegetables to make a dinner your family is sure to love. You can find great recipes from Knorr like our chef-inspired Creamy Chicken BLT Skillet -- simply add bacon, rotisserie chicken, shredded iceberg lettuce and tomato. Discover more quick and delicious dinner ideas at Knorr.com. There are hundreds of recipes to help you find dinner inspiration. Knorr also has Rice Sides, Pasta Sides, Fiesta Sides and more. Knorr offers more than 40 varieties of rice and pasta sides so you can be sure to find flavors your family will love. Knorr believes that good food matters and everyday meals can be just as magical as special occasions. Knorr products owe their taste and flavors to the culinary skills and passion of our chefs. Knorr sources high-quality ingredients to create delicious side dishes, bouillons, sauces, gravies, soups and seasonings enjoyed by families everywhere. Product Features  Cooks in 11 minutes No artificial flavors    For complete nutrition information and great recipe ideas, visit yummly.com/knorr  Like us @ facebook/knorr  Unilever, Englewood Cliffs, NJ, 07632, USA.  learnaboutmyfood.com"
72,"(2 Pack) New York Brand The Original Texas Toast Garlic & Butter Flavored Croutons, 5 oz","""Our croutons are made from real French Bread, which gives them a light crispy crunch.""âDon Penn(3rd Generation NYB Baker) Our bread is hearth baked, from scratch. We have a ""go big or go home"" approach towards seasoning croutons. Our passion for breadmaking stretches back 90 years.New York Texas Toast Garlic & Butter Flavored Croutons:  Big flavor and light, crispy crunch Hearth baked bread from scratch Real French bread "
73,"(2 pack) Betty Crocker Super Moist Chocolate Fudge Cake Mix, 15.25 oz","Bowl to oven in minutes! Thank you for welcoming us into your home. We hope what’s inside this box helps you bring more love to your table. Cordially Yours, Betty Crocker Betty Crocker's super moist chocolate fudge cake mix is made with no preservatives and no artificial flavors Just seven ingredients in the box Bowl to oven in minutes Makes one 13"" x 9"" pan The Red Spoon is my promise of great taste, quality, and convenience; This is a product you and your family will enjoy, I guarantee it - Betty Crocker "
74,"(2 Pack) Great Value Lemon & Pepper Seasoning, 4.24 oz","Great Value Lemon and Pepper Seasoning is great for enhancing the flavors of your food. This seasoning is the perfect addition to your spice drawer. This tasty blend of seasoning is perfect for fish, shrimp, chicken, turkey and vegetables. It is kosher friendly. It comes in an easy sprinkle bottle for you convenience. Give a zesty kick of pepper and a tangy hint of lemon to your favorite foods with Great Value Lemon & Pepper Seasoning.  Great Value products provide families with affordable, high quality grocery and household consumable options. With our wide range of product categories spanning grocery and household consumables, we offer you a variety of products for your family's needs. Our products are conveniently available online and in Walmart stores nationwide, allowing you to stock up and save money at the same time. Great Value Lemon & Pepper Seasoning:  Lemon pepper flavor Great on seafood, chicken and vegetables Kosher Net weight 4.25 oz "
75,"(10 Pack) Chef Boyardee Rice with Chicken & Vegetables, 7.25 Oz.","Chef Boyardee Rice with Chicken & Vegetables Microwavable Bowls mix tender rice with chicken, carrots, celery, and peas all in a microwavable bowl for an easy snack for kids thatÃÂÃÂÃÂÃÂ¢ÃÂÃÂ¢ÃÂ¢ÃÂÃÂÃÂÃÂ¬ÃÂÃÂ¢ÃÂ¢ÃÂÃÂÃÂÃÂ¢s ready in 45 secondsÃÂÃÂÃÂÃÂ¢ÃÂÃÂ¢ÃÂ¢ÃÂÃÂÃÂÃÂ¬ÃÂÃÂ¢ÃÂ¢ÃÂÃÂ¬just heat and eat. Our microwavable bowls make it easy to take your Chef Boyardee with you on the go. Chef Boyardee contains no artificial flavors, preservatives, or colors. With 5 g protein and 0 g trans fat per serving, Chef Boyardee Rice with Chicken & Vegetables is perfect for a hearty snack. From pizza sauce to spaghetti, ravioli, and lasagna, there's something for everyone to enjoy from Chef Boyardee. 7.25 oz. microwavable bowl of Chef Boyardee Rice with Chicken & Vegetables Hearty snack with rice, chicken, and vegetables Chef Boyardee Microwavable Bowls are ready in just 45 seconds No artificial flavors, preservatives, or colors 5 g protein and 0 g trans fat per serving Microwavable bowls are easy to prepare and easy to clean up "
76,"Keebler Scooby-Doo!, Graham Cracker Sticks, Cinnamon, 11 Oz","Make snack time a little sweeter with the Keebler Elves and Keebler Scooby-Doo! Graham Cracker Sticks Cinnamon. These fun treats are fresh from the Hollow Tree and are inspired by Scooby-Doo’s favorite Scooby Snacks. Featuring delightfully crispy, sweet graham crackers shaped in fun dog-bone shapes for the yummiest snacking imaginable. These delicious cookies have been baked to perfection and are made with pantry-perfect staples like whole wheat flour and a hint of cinnamon for a satisfying treat wherever you go. Keebler Scooby-Doo! Graham Cracker Sticks Cinnamon are perfect for snacks at school, traveling, lunchtime, at the game, and more - the Uncommonly Good options are endless. Satisfy your sweet treat craving with the simple goodness of Keebler Scooby-Doo! Graham Cracker Sticks Cinnamon. Keebler Scooby-Doo!, Graham Cracker Sticks, Cinnamon, 11 Oz    A sweet and crispy graham cracker with a just right hint of cinnamon; Baked to crunchy perfection; They're Uncommonly Good A classic dessert treat made with simple ingredients and made to enjoy on any occasion; Enjoy them as a quick, sweet treat or as the base to pie crusts, cookie bars, and more Made with whole grain; No high fructose corn syrup, artificial colors or flavors; A classic treat to please the whole family; Contains wheat and soy ingredients A delicious anytime dessert snack; Enjoy with an ice-cold glass of milk Convenient, ready to eat cookies packaged in an 11-ounce box "
77,"Alkaline Water with Himalayan Minerals & Electrolytes, 1 Gallon","Purified water with Himalayan minerals & electrolytes for taste. Purified by reverse osmosis. Bottled form water sources meeting requirements of US EPA drinking water regulations. Alkaline Water, 8.8 pH+:Join us on-line to find out more about Alkaline88 WaterQuality & Information: alkaline88.com or 1.866.242.0240.8.8 pH+ average at the time of bottling.BPA free.Trading Symbol: WTER.128 oz QTY 4"
78,"(2 Pack) Bertolli® Vodka Pasta Sauce, 24 oz.","A subtle touch of vodka flavor, tempered with notes of fresh cream and tomatoes.       Our Tuscan Tradition, Your Go-To Pasta Sauce   Prepared with Vine-Ripened Tomatoes-delicious red sauce starts with sun-kissed tomatoes    Made with a Few Key Ingredients- juicy tomatoes are accented with garlic, onion, and basil   Cooked Lightly with Olive Oil- this simple technique locks in layers of flavor   Taste The Tuscan Difference    "
79,"(3 Pack) Taco Bell Mild Sauce, 7.5 oz Bottle","Taco Bell Mild Sauce delivers that signature restaurant-quality taste of Taco Bell sauce. This sauce is perfect when you want to bring the Taco Bell zing to your favorite foods at home. The mild heat adds just the right amount of kick and doesn't overpower the flavors of dishes such as layered taco dip or taco salad. Made with tomato puree and chili peppers, this sauce goes great on tacos, burritos, fajitas and whatever else you think needs a burst of Taco Bell flavor. Whether you use it as a condiment or mixed into your favorite Mexican style chicken dishes, the flavor of Taco Bell can now be enjoyed in all of your favorite recipes. The bottle's see-through design lets you easily check how much of the delicious sauce remains. Keep the 7.5 ounce bottle in your kitchen pantry and refrigerate after opening. Three 7.5 oz. bottles of Taco Bell Mild Sauce Taco Bell Mild Taco Sauce delivers the bold Taco Bell flavor you crave at home Mild heat level makes this taco sauce flavorful without overpowering your dishes Tomato puree and chili peppers give this mild hot sauce a savory kick Enjoy as a condiment or added to your favorite homemade dishes Convenient bottle allows for easy serving and storage Refrigerate after opening "
80,"Chef Boyardee Macaroni and Cheese, Microwavable Bowl, 7.5 Oz","    From the day he founded his company, Chef Hector Boiardi was fanatical about the ingredients in every serving of his pasta. That attention to detail continues today; Chef Boyardee offers pasta products that contain no artificial flavors, no artificial colors and no preservatives. When Hector began, he knew a delicious ingredient combination of meat, pasta and sauce was sure to satisfy. And a great sauce begins with great tomatoes.Carefully selected tomatoes are still a part of the Chef Boyardee recipe, and today they come from sunny California. They make a sauce that has delighted generations of Americans. With thoughtfully chosen tomatoes, and several options containing no artificial ingredients, no artificial colors and no preservatives, the recipe for success remains one that Hector would approve.        Chef Boyardee Mac and Cheese, Microwavable Bowl, 7.5 Ounces    Made with delicious pasta and cheese sauce 7.5 oz easy-open bowl of Chef Boyardee Mac & Cheese 6 grams of protein and 200 calories per serving When you need a quick meal, Chef Boyardee has your back. Just pop the easy-open lid, and in 45 seconds dinner is ready to serve Chef Boyardee Mac and Cheese is so easy to prepare, anyone can do it - Just heat and eat!    Try all the Chef Boyardee Italian favorites!  Classics | Microwaveable | Multipacks | Pizza and Sauces | Value Sizes         CHEF BOYARDEE: FROM THE RESTAURANT TO YOUR TABLE  Sitting down at the kitchen table for a warm bowl of Chef Boyardee is a beloved tradition for families everywhere. Chef Boyardee pastas offer options that contain no artificial flavors, colors or preservatives. Those are just a few of the many reasons they've produced so many satisfied smiles over the years. But did you know those satisfied smiles were first seen in a restaurant in Cleveland owned by Chef Hector Boiardi himself?Chef Hector's delicious combination of pasta and sauce was so popular among patrons that they began asking for his recipe. Chef Hector had a better idea. Why not sell a take-home version of his popular dishes? He began cleaning milk bottles and filling them with his pasta sauce, accompanied by uncooked pasta so patrons could enjoy these delicious dishes at home. From these humble beginnings came the Chef Boyardee pasta dishes still enjoyed today.  "
81,"(2 Pack) Kraft Real Mayonnaise, 22 fl oz Bottle","Kraft Real Mayo adds light flavor and creamy texture to all types of dishes. Made with cage free eggs, tangy vinegar, lemon juice and the perfect blend of seasonings, this family favorite mayonnaise delivers delicious flavor in every bite. This mayo is perfect for adding savory flavor to sandwiches, salads and more. Youll feel good about adding this real mayonnaise to all your favorite appetizers and entrees. You can also try adding this creamy Kraft mayo on sandwiches and hamburgers. This real mayonnaise is packaged in a resealable 22 ounce bottle to help lock in flavor. Refrigerate after opening. Two 22 oz. bottles of Kraft Real Mayo Kraft Real Mayo is made with quality ingredients Real mayo has a light taste and creamy texture Mayonnaise has a light, creamy texture for easy spreading and dipping Made with cage free eggs Adds savory flavor to sandwiches, salads and more Packaged in a resealable bottle "
82,"(2 Bottles) V8 Original 100% Vegetable Juice, 64 Fl Oz","V8 100% Vegetable Juice. Trusted since 1933 for providing unquestionably good vegetable nutrition and great taste. With 2 full servings of vegetables and only 45 calories in every 8oz. glass-there's a world of goodness in every sip. The V is for vegetables! TM 100% vegetable juice made from a blend of tomatoes, carrots, celery, beets, parsley, lettuce, watercress and spinach. 2 full servings of vegetables in every 8oz. glass and an excellent source of vitamins A & C [8 FL. OZ. JUICE PROVIDES 2 SERVINGS (1 CUP) OF VEGETABLES. DIETARY GUIDELINES RECOMMEND 2 1/2 CUPS OF A VARIETY OF VEGETABLES PER DAY FOR A 2,000 CALORIE DIET] No sugar added and no artificial colors, flavors or preservatives [Not a low-calorie food-see nutrition information panel for sugar and calorie content] Drink daily with a meal or as a snack to get vegetable powered nutrition! Non-GMO "
83,"(3 Pack) Great Value Lentils, 16 oz","With a short cooking time and no soaking required, Great Value Lentils are a relatively quick and easy item to prepare compared to other dried beans. They can absorb a variety of wonderful flavors from sauces and seasonings, and hence can be easily paired with them. Lentils are available throughout the year and offer a high nutritional value. They are low in fat, and a good source of protein, vitamins, iron and dietary fiber. Use them in green salads, sandwich wraps, burgers or chilies. Prepare a soup with them and add a few pieces of chicken, beef or pork to enjoy. Great Value products provide families with affordable, high quality grocery and household consumable options. With our wide range of product categories spanning grocery and household consumables, we offer you a variety of products for your family's needs. Our products are conveniently available online and in Walmart stores nationwide, allowing you to stock up and save money at the same time. Great Value Lentils:  Contains 16 oz (1 lb) of lentils Can be used in salads, soups, sandwiches and other delicious recipes Low in saturated fat, and good source of protein, iron and dietary fiber Kosher and gluten-free "
84,"(6 Pack) Knorr Chicken Broccoli Rice Side Dish, 5.5 oz","Treat your taste buds with Knorr Rice Sides Chicken Broccoli Rice (5.6oz). Our rice & pasta blend expertly combines broccoli florets with the creamy goodness of a chicken-flavored sauce. Our deliciously seasoned rice side dishes are great as part of a delicious main dish or as a standalone side dish. Make Knorr Rice Sides the foundation of a crowd-pleasing dinner. Your family is sure to love the creamy chicken flavor of Knorr Rice Sides Chicken Broccoli Rice (5.6oz). On top of tasting delicious, our rice dishes are quick and easy to prepare. Knorr Rice Sides cook in just seven minutes on the stovetop or microwave. Knorr Rice Sides have no artificial flavors making it an excellent choice for creating a family-favorite meal. Use Knorr's easy rice side dishes to create a mouth-watering main dish. Simply prepare Knorr Rice Sides and add your favorite meat and vegetables to make a dinner your family is sure to love. You can find great recipes from Knorr like our chef-inspired Lemon Pepper Chicken & Rice -- simply add skinless chicken breast, broccoli, and lemon juice. Discover more quick and delicious dinner ideas at Knorr.com. There are hundreds of recipes to help you find dinner inspiration. Knorr also has Pasta Sides, Fiesta Sides, Italian Sides and more. Knorr offers more than 40 varieties of rice and pasta sides so you can be sure to find flavors your family will love. Knorr believes that good food matters and everyday meals can be just as magical as special occasions. Knorr products owe their taste and flavors to the culinary skills and passion of our chefs. Knorr sources high-quality ingredients to create delicious side dishes, bouillons, sauces, gravies, soups and seasonings enjoyed by families everywhere. Knorr Chicken Broccoli Rice Side Dish, 5.5 oz    Knorr Rice Sides Chicken Broccoli Rice (5.6oz) is a rice & pasta blend side dish that enhances meals with amazing flavor. Chicken Broccoli Rice Sides expertly combines broccoli florets with the creamy goodness of a chicken-flavored sauce No artificial flavors. Quick and easy to prepare - Cooks in 7 minutes. Stovetop or microwave cooking. Perfect as an ingredient in a delicious Knorr recipe or as a side dish. Cooks in 7 minutes  "
85,(18 Packets) Great Value Grape Sugar-Free Drink Mix,"Great Value Sugar-Free Grape Drink Mix delivers a burst of delicious fruit flavor in every sip. This drink mix makes it easy to enjoy a healthy beverage at home, in the office or on the go. It is great for health conscious individuals as it is sugar free and contains only five calories per serving. It also offers a nutritional benefits as it is a good source of vitamin C. This pack comes with six individual packets of drink mix, which makes a total of 12 quarts. Just add to water and watch this flavorful beverage come to life. Quench your thirst with the refreshing taste of Great Value Sugar-Free Grape Drink Mix.Great Value products provide families with affordable, high quality grocery and household consumable options. With our wide range of product categories spanning grocery and household consumables, we offer you a variety of products for your family's needs. Our products are conveniently available online and in Walmart stores nationwide, allowing you to stock up and save money at the same time.Great Value Sugar-Free Drink Mix, Grape, 1.9 oz, 6 CountSugar-free5 calories per servingGood source of vitamin CJust add to water"
86,"Nature Valley Granola Bars Sweet & Salty, 7.4 oz","Nature Valley Sweet & Salty Nut Dark Chocolate, Peanut & Almond Granola Bars are made with rich dark chocolate chunks, peanuts, almonds, and chewy granola and dipped in a creamy chocolate coating. The tasty snack bar provides a perfect balance of savory nuts and sweet granola. Stock up for a breakfast bar, an office snack or an on-the-go treat the whole family can enjoy! GRANOLA BAR: Nature Valley granola bars are made with whole grain oats, roasted peanuts, and dark chocolate chunk. REAL INGREDIENTS: Hearty whole grain oats with no artificial flavors, artificial colors, or high fructose corn syrup. SWEET & SALTY: A perfect balance of savory nuts and sweet granola; each bar bursting with dark chocolate and dipped in a chocolate flavored coating PERFECTLY PORTABLE: Easy, wholesome bites for breakfast, snack time or an on-the-go invigorating treat. "
87,"Wheat Thins Reduced Fat Whole Grain Wheat Crackers, Family Size, 14.5 oz","Enjoy wholesome goodness without the guilt when you choose Wheat Thins Reduced Fat Whole Grain Wheat Crackers. Baked with 100% whole grain wheat, these robust snack crackers give you the classic flavor of Wheat Thins, but they're made with less fat. These family size crackers contain 25% less fat than original Wheat Thins and contain no artificial flavors or colors, so you can choose a snack that fits your lifestyle. Fill up on 21 grams of whole grains per serving while enjoying a relaxing evening snack, or use these reduced fat crackers with your favorite dips and cheeses while entertaining friends for a casual night in. They come sealed in a bag inside the 14.5 ounce box to lock in the delicious flavor and satisfying crunch. One 14.5 oz family size box of Wheat Thins Reduced Fat Whole Grain Wheat Crackers Classic nutty flavor made with 100% whole grain wheat Thin square whole grain snack crackers offer versatile snacking options Baked to create perfectly crunchy whole grain crackers Enjoy these snack crackers alone or paired with cheeses and dips Reduced fat crackers have 25% less fat than original Wheat Thins "
88,"Hershey's Cocoa Powder 100% Cacao, Natural Unsweetened Chocolate, 8 Oz.","Hershey's Cocoa powder is naturally unsweetened and delivers delicious chocolate flavor to all of your favorite recipes. Made from 100% cacao, this unsweetened cocoa powder is perfect for adding rich chocolaty flavor to all kinds of dessert mixes, batters and frostings. Hershey’s baking cocoa is sodium and sugar free and contains no saturated fat and 10 calories per serving. Use cocoa powder to make a decadent chocolate cake topped with creamy chocolate frosting, or try making classic hot cocoa and adding marshmallows. The cocoa powder comes in a resealable 8 ounce can for easy kitchen storage. Hershey's Cocoa Powder 100% Cacao, Natural Unsweetened Chocolate, 8 Oz:   One can of Hershey's natural unsweetened cocoa powder Add Hershey’s chocolate flavor to all kinds of desserts and frostings and try using for hot cocoa Sugar free and contains no sodium or saturated fat Made from 100% cacao for a delicious chocolaty taste "
89,"(3 Pack) Great Value Premium Fully Cooked Chunk Chicken, 12.5 oz","Great Value Fully-Cooked Premium Chunk Chicken makes creating meals easy. It contains only 60 calories per serving and can be enjoyed in a variety of ways. Use Great Value chicken breast in soups and casseroles or to make a quick and easy stir-fry dinner. Mix it with mayonnaise, celery and onion to create a tasty salad. This canned chicken has no trans fats and 9g of protein.Great Value Premium Fully-Cooked Chunk Chicken, 12.5 oz:   0g trans fat Great Value chunk chicken, 12.5 oz 60 calories per serving Add to a variety of dishes 9g of protein Fully-cooked, ready to eat With rib meat, in water U.S. inspected by the Department of Agriculture "
